dbn,school_name,school_type,enrollment,survey_pp_ri,survey_pp_ct,survey_pp_se,survey_pp_es,survey_pp_sf,survey_pp_tr,qr_1_1,qr_1_2,qr_2_2,qr_3_4,qr_4_2,qr_1_4,qr_1_3,qr_3_1,qr_4_1,qr_5_1,dates_of_review,rating_ela_grade_8_pct_rs,rating_mth_grade_8_pct_rs,gender_female_pct,gender_male_pct,ell,iep,cap_sc_pct,borough,year,total_enrollment,grade_3k,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,female,female_1,male,male_1,asian,asian_1,black,black_1,hispanic,hispanic_1,multi_racial,multi_racial_1,native_american,native_american_1,white,white_1,missing_race_ethnicity_data,missing_race_ethnicity_data_1,students_with_disabilities,students_with_disabilities_1,english_language_learners,english_language_learners_1,poverty,poverty_1,economic_need_index
17K531,"School for Human Rights, The",High School,326,0.7,0.78,0.58,0.85,0.95,0.7,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-12-01T00:00:00.000,2.71,2.36,0.463,0.537,0.071,0.184,0.0,Brooklyn,2018-19,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,81.0,71.0,77.0,101.0,150.0,0.426,202.0,0.574,8.0,0.023,308.0,0.875,27.0,0.077,2.0,0.006,2.0,0.006,4.0,0.011,1.0,0.003,69.0,0.196,28.0,0.08,290.0,0.8240000000000001,0.76
17K537,High School for Youth and Community Development at,High School,466,0.75,0.86,0.7,0.88,0.86,0.89,Well Developed,Proficient,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-04-23T00:00:00.000,2.6,2.3,0.275,0.725,0.077,0.245,0.002,Brooklyn,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K539,High School for Service & Learning at Erasmus,High School,299,0.56,0.77,0.69,0.82,0.9,0.85,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,2017-05-01T00:00:00.000,2.67,2.32,0.355,0.645,0.14,0.197,0.003,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K543,"Science, Technology and Research Early College Hig",High School,377,0.94,0.98,0.84,0.97,0.92,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2019-10-01T00:00:00.000,3.35,3.29,0.464,0.536,0.008,0.151,0.0,Brooklyn,2019-20,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,90.0,72.0,108.0,88.0,89.0,92.0,309.0,0.495,315.0,0.505,27.0,0.043,477.0,0.764,81.0,0.13,2.0,0.003,13.0,0.021,12.0,0.019,12.0,0.019,88.0,0.141,7.0,0.011,441.0,0.7070000000000001,0.636
17K546,High School for Public Service: Heroes of Tomorrow,High School,475,0.76,0.88,0.66,0.87,0.97,0.9,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Well Developed,Proficient,Developing,Developing,2018-05-01T00:00:00.000,3.1,2.85,0.648,0.352,0.011,0.194,0.053,Brooklyn,2017-18,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,113.0,114.0,115.0,296.0,0.652,158.0,0.348,20.0,0.044,348.0,0.767,72.0,0.159,0.0,0.0,2.0,0.004,4.0,0.009,8.0,0.018,64.0,0.141,8.0,0.018,365.0,0.804,0.735
17K547,Brooklyn Academy of Science and the Environment,High School,342,0.85,0.88,0.83,0.92,0.86,0.95,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.78,2.67,0.409,0.591,0.056,0.161,0.003,Brooklyn,2017-18,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,107.0,100.0,77.0,147.0,0.394,226.0,0.606,19.0,0.051,302.0,0.81,35.0,0.094,1.0,0.003,3.0,0.008,11.0,0.029,2.0,0.005,65.0,0.174,22.0,0.059,311.0,0.8340000000000001,0.764
17K548,Brooklyn School for Music & Theatre,High School,278,0.67,0.9,0.62,0.91,0.84,0.9,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.66,2.36,0.687,0.313,0.025,0.209,0.004,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K590,Medgar Evers College Preparatory School,High School,895,0.78,0.82,0.57,0.88,0.95,0.82,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,2018-11-01T00:00:00.000,3.64,3.67,0.581,0.419,0.003,0.084,0.002,Brooklyn,2018-19,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,145.0,111.0,239.0,250.0,209.0,199.0,729.0,0.547,603.0,0.453,33.0,0.025,1158.0,0.869,72.0,0.054,3.0,0.002,35.0,0.026,12.0,0.009,19.0,0.014,85.0,0.064,5.0,0.004,900.0,0.6759999999999999,0.545
17K600,Clara Barton High School,High School,1253,0.69,0.75,0.56,0.76,0.79,0.8,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2016-12-01T00:00:00.000,2.86,2.56,0.771,0.229,0.07,0.172,0.061,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K745,Brooklyn Institute for Liberal Arts,High School,461,,,,0.74,0.86,0.86,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.82,2.53,0.547,0.453,0.039,0.204,0.009,Brooklyn,2017-18,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,100.0,88.0,82.0,194.0,0.509,187.0,0.491,5.0,0.013,334.0,0.877,33.0,0.087,0.0,0.0,3.0,0.008,1.0,0.003,5.0,0.013,64.0,0.168,16.0,0.042,345.0,0.9059999999999999,0.7120000000000001
17K751,Academy for Health Careers,High School,277,0.82,0.84,0.79,0.89,0.92,0.96,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,2017-03-01T00:00:00.000,2.77,2.5,0.736,0.264,0.036,0.148,0.032,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K563,It Takes a Village Academy,High School,620,0.86,0.85,0.92,0.85,0.91,0.85,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-02-25T00:00:00.000,2.79,2.64,0.429,0.571,0.152,0.158,0.024,Brooklyn,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K566,Brooklyn Community High School for Excellence and,High School,204,0.67,0.74,0.65,0.78,0.88,0.85,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,2.52,2.2,0.324,0.676,0.113,0.221,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K567,Brooklyn Theatre Arts High School,High School,338,0.59,0.79,0.65,0.54,0.77,0.8,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,2017-10-01T00:00:00.000,2.65,2.31,0.586,0.414,0.027,0.192,0.006,Brooklyn,2017-18,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,101.0,71.0,76.0,198.0,0.547,164.0,0.453,2.0,0.006,304.0,0.84,40.0,0.11,0.0,0.0,6.0,0.017,6.0,0.017,4.0,0.011,58.0,0.16,10.0,0.028,298.0,0.823,0.768
18K569,Kurt Hahn Expeditionary Learning School,High School,259,0.66,0.92,0.64,,,0.78,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2018-12-01T00:00:00.000,2.47,2.19,0.328,0.672,0.062,0.309,0.039,Brooklyn,2018-19,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,84.0,63.0,81.0,111.0,0.378,183.0,0.622,2.0,0.007,262.0,0.891,19.0,0.065,0.0,0.0,6.0,0.02,5.0,0.017,0.0,0.0,85.0,0.289,21.0,0.071,240.0,0.816,0.754
18K576,Victory Collegiate High School,High School,307,0.71,0.68,0.66,0.77,0.89,0.86,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-05-13T00:00:00.000,2.58,2.29,0.45,0.55,0.055,0.208,0.013,Brooklyn,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K617,High School for Innovation in Advertising and Medi,High School,208,0.78,0.75,0.84,0.62,0.83,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,2016-10-01T00:00:00.000,2.56,2.4,0.207,0.793,0.048,0.231,0.058,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K629,Cultural Academy for the Arts and Sciences,High School,251,0.64,0.79,0.69,0.86,0.89,0.85,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,2017-05-01T00:00:00.000,2.58,2.34,0.486,0.514,0.08,0.211,0.004,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K633,High School for Medical Professions,High School,454,0.7,0.81,0.65,0.82,0.84,0.86,Well Developed,Proficient,Proficient,Proficient,Proficient,No Data,No Data,No Data,No Data,No Data,2016-03-17T00:00:00.000,2.82,2.59,0.659,0.341,0.053,0.143,0.0,Brooklyn,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K637,Academy for Conservation and the Environment,High School,306,0.8,0.95,0.75,0.98,0.96,0.95,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,2019-05-01T00:00:00.000,2.68,2.35,0.373,0.627,0.098,0.186,0.007,Brooklyn,2018-19,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,73.0,62.0,75.0,113.0,0.377,187.0,0.623,18.0,0.06,228.0,0.76,28.0,0.093,2.0,0.007,5.0,0.017,19.0,0.063,0.0,0.0,53.0,0.177,40.0,0.133,247.0,0.823,0.775
18K642,Urban Action Academy,High School,209,0.72,0.82,0.58,0.93,0.91,0.95,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2017-03-01T00:00:00.000,2.41,2.19,0.373,0.627,0.191,0.187,0.024,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19K404,Academy for Young Writers,High School,339,0.74,0.9,0.71,0.93,0.89,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.89,2.35,0.608,0.392,0.038,0.209,0.009,Brooklyn,2017-18,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,82.0,73.0,92.0,89.0,77.0,68.0,331.0,0.606,215.0,0.394,4.0,0.007,383.0,0.701,145.0,0.266,1.0,0.002,3.0,0.005,6.0,0.011,4.0,0.007,111.0,0.203,14.0,0.026,460.0,0.8420000000000001,0.8029999999999999
19K409,East New York Family Academy,High School,306,0.77,0.83,0.68,0.86,0.83,0.82,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,2018-03-01T00:00:00.000,2.79,2.68,0.467,0.533,0.029,0.225,0.003,Brooklyn,2017-18,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,75.0,71.0,125.0,71.0,53.0,27.0,246.0,0.496,250.0,0.504,16.0,0.032,312.0,0.629,155.0,0.313,0.0,0.0,7.0,0.014,4.0,0.008,2.0,0.004,120.0,0.242,19.0,0.038,433.0,0.873,0.816
19K422,Spring Creek Community School,High School,320,0.72,0.89,0.64,0.78,0.81,0.77,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,2018-02-01T00:00:00.000,2.72,2.49,0.444,0.556,0.022,0.234,0.006,Brooklyn,2017-18,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,86.0,70.0,92.0,89.0,61.0,0.0,217.0,0.454,261.0,0.546,6.0,0.013,353.0,0.738,102.0,0.213,2.0,0.004,4.0,0.008,6.0,0.013,5.0,0.01,124.0,0.259,14.0,0.029,401.0,0.8390000000000001,0.8140000000000001
19K502,FDNY - Captain Vernon A. Richard High School for F,High School,269,0.85,0.93,0.76,0.93,0.81,0.94,Developing,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.45,2.16,0.245,0.755,0.03,0.323,0.037,Brooklyn,2017-18,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,87.0,66.0,73.0,81.0,0.243,252.0,0.757,2.0,0.006,239.0,0.718,79.0,0.237,0.0,0.0,4.0,0.012,3.0,0.009,6.0,0.018,85.0,0.255,12.0,0.036,283.0,0.85,0.8640000000000001
19K504,High School for Civil Rights,High School,233,0.82,0.89,0.73,0.96,0.93,0.93,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,2016-12-01T00:00:00.000,2.32,2.25,0.425,0.575,0.15,0.3,0.004,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19K507,Performing Arts and Technology High School,High School,379,0.78,0.76,0.83,0.79,0.83,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2019-05-01T00:00:00.000,2.58,2.3,0.607,0.393,0.164,0.235,0.042,Brooklyn,2018-19,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,120.0,104.0,62.0,244.0,0.597,165.0,0.403,7.0,0.017,243.0,0.594,150.0,0.367,0.0,0.0,2.0,0.005,4.0,0.01,3.0,0.007,94.0,0.23,74.0,0.181,372.0,0.91,0.868
19K510,World Academy for Total Community Health High Scho,High School,199,0.76,0.87,0.68,0.87,0.86,0.86,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,2016-12-01T00:00:00.000,2.49,2.29,0.568,0.432,0.146,0.216,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19K583,Multicultural High School,High School,299,0.87,0.81,0.71,0.85,0.95,0.88,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2018-05-01T00:00:00.000,1.82,1.94,0.458,0.542,0.833,0.01,0.0,Brooklyn,2017-18,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,54.0,66.0,57.0,127.0,0.523,116.0,0.477,0.0,0.0,1.0,0.004,241.0,0.992,0.0,0.0,0.0,0.0,1.0,0.004,0.0,0.0,4.0,0.016,223.0,0.918,224.0,0.922,
19K615,Transit Tech Career and Technical Education High S,High School,715,0.78,0.77,0.61,0.78,0.87,0.82,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2016-11-01T00:00:00.000,2.58,2.35,0.145,0.855,0.066,0.263,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19K618,Academy of Innovative Technology,High School,445,0.87,0.87,0.79,0.89,0.93,0.9,Proficient,Developing,Developing,Proficient,Developing,Well Developed,Well Developed,Proficient,Proficient,Proficient,2020-03-01T00:00:00.000,2.73,2.58,0.202,0.798,0.085,0.227,0.007,Brooklyn,2019-20,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,124.0,107.0,87.0,90.0,0.202,355.0,0.798,26.0,0.058,158.0,0.355,234.0,0.526,3.0,0.007,7.0,0.016,9.0,0.02,8.0,0.018,101.0,0.227,41.0,0.092,378.0,0.8490000000000001,0.799
19K639,Brooklyn Lab School,High School,437,0.71,0.84,0.69,0.83,0.91,0.86,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,2020-02-01T00:00:00.000,2.5,2.27,0.373,0.627,0.27,0.197,0.007,Brooklyn,2019-20,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,124.0,91.0,108.0,163.0,0.373,274.0,0.627,49.0,0.112,109.0,0.249,250.0,0.572,1.0,0.002,9.0,0.021,17.0,0.039,2.0,0.005,86.0,0.197,127.0,0.291,383.0,0.8759999999999999,0.9109999999999999
19K659,Cypress Hills Collegiate Preparatory School,High School,348,0.84,0.77,0.66,0.77,0.88,0.7,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-04-01T00:00:00.000,2.53,2.38,0.463,0.537,0.175,0.187,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19K660,W. H. Maxwell Career and Technical Education High,High School,396,0.78,0.93,0.7,0.96,0.99,0.9,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.51,2.26,0.677,0.323,0.111,0.351,0.023,Brooklyn,2017-18,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,111.0,93.0,100.0,273.0,0.671,134.0,0.329,10.0,0.025,272.0,0.668,114.0,0.28,1.0,0.002,2.0,0.005,5.0,0.012,3.0,0.007,128.0,0.314,37.0,0.091,364.0,0.894,0.892
19K683,School for Classics High School,High School,264,0.77,0.89,0.73,0.88,0.88,0.92,Developing,Developing,Developing,Proficient,Under Developed,Proficient,Proficient,Developing,Proficient,Developing,2019-04-01T00:00:00.000,2.5,2.18,0.53,0.47,0.277,0.189,0.0,Brooklyn,2018-19,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,57.0,84.0,66.0,145.0,0.537,125.0,0.463,34.0,0.126,116.0,0.43,100.0,0.37,3.0,0.011,4.0,0.015,12.0,0.044,1.0,0.004,57.0,0.211,72.0,0.267,250.0,0.9259999999999999,0.903
19K764,The Urban Assembly School for Collaborative Health,High School,335,0.75,0.83,0.69,0.86,0.87,0.88,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2016-10-01T00:00:00.000,2.81,2.45,0.612,0.388,0.143,0.122,0.0,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20K445,New Utrecht High School,High School,3480,0.77,0.86,0.79,0.88,0.8,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.86,3.02,0.435,0.565,0.188,0.158,0.047,Brooklyn,2017-18,3563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,897.0,763.0,831.0,1537.0,0.431,2026.0,0.569,1432.0,0.402,113.0,0.032,1062.0,0.298,6.0,0.002,10.0,0.003,909.0,0.255,31.0,0.009,590.0,0.166,750.0,0.21,,0.807,0.805
20K485,High School of Telecommunication Arts and Technolo,High School,1225,0.82,0.85,0.8,0.86,0.86,0.89,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,2017-03-01T00:00:00.000,3.03,3.11,0.415,0.585,0.069,0.181,0.02,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20K490,Fort Hamilton High School,High School,4657,0.78,0.88,0.7,0.9,0.8,0.89,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,2017-06-01T00:00:00.000,3.08,3.12,0.475,0.525,0.146,0.144,0.038,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20K505,Franklin Delano Roosevelt High School,High School,3300,0.72,0.72,0.64,0.69,0.76,0.79,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,2.76,2.81,0.411,0.589,0.276,0.149,0.05,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20K609,Urban Assembly School for Criminal Justice,High School,326,0.89,0.84,0.79,0.84,0.8,0.83,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2019-02-01T00:00:00.000,3.06,3.0,1.0,0.0,0.117,0.135,0.003,Brooklyn,2018-19,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,72.0,83.0,101.0,92.0,70.0,64.0,549.0,1.0,0.0,0.0,267.0,0.486,72.0,0.131,107.0,0.195,7.0,0.013,4.0,0.007,87.0,0.158,5.0,0.009,85.0,0.155,73.0,0.133,504.0,0.9179999999999999,0.866
21K337,International High School at Lafayette,High School,365,0.71,0.94,0.8,0.98,0.86,0.95,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-10-01T00:00:00.000,1.88,2.4,0.419,0.581,0.833,0.019,0.0,Brooklyn,2017-18,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,96.0,77.0,96.0,114.0,0.338,223.0,0.662,121.0,0.359,16.0,0.047,110.0,0.326,1.0,0.003,2.0,0.006,87.0,0.258,0.0,0.0,12.0,0.036,291.0,0.864,319.0,0.9470000000000001,
21K344,Rachel Carson High School for Coastal Studies,High School,619,0.8,0.81,0.73,0.73,0.8,0.81,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-10-01T00:00:00.000,2.87,2.77,0.447,0.553,0.194,0.16,0.0,Brooklyn,2017-18,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,177.0,143.0,131.0,285.0,0.446,354.0,0.554,97.0,0.152,110.0,0.172,139.0,0.218,2.0,0.003,2.0,0.003,283.0,0.443,6.0,0.009,126.0,0.197,92.0,0.144,439.0,0.687,0.7559999999999999
21K348,High School of Sports Management,High School,269,,,,,,,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,2017-05-01T00:00:00.000,2.56,2.46,0.216,0.784,0.167,0.223,0.004,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21K410,Abraham Lincoln High School,High School,1837,0.79,0.89,0.74,0.87,0.84,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.81,2.6,0.416,0.584,0.13,0.169,0.048,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21K468,Kingsborough Early College School,High School,403,0.94,0.97,0.94,0.97,0.96,0.98,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2019-11-01T00:00:00.000,3.29,3.05,0.474,0.526,0.007,0.171,0.0,Brooklyn,2019-20,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,104.0,86.0,112.0,109.0,92.0,90.0,336.0,0.477,368.0,0.523,53.0,0.075,180.0,0.256,235.0,0.334,8.0,0.011,1.0,0.001,215.0,0.305,12.0,0.017,126.0,0.179,16.0,0.023,494.0,0.7020000000000001,0.691
21K525,Edward R. Murrow High School,High School,3560,0.76,0.85,0.72,0.85,0.82,0.89,Proficient,Proficient,Developing,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2018-04-01T00:00:00.000,3.05,3.16,0.57,0.43,0.087,0.185,0.045,Brooklyn,2017-18,3789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,1022.0,795.0,859.0,2207.0,0.582,1581.0,0.417,954.0,0.252,863.0,0.228,790.0,0.208,13.0,0.003,14.0,0.004,1041.0,0.275,114.0,0.03,699.0,0.184,322.0,0.085,,0.71,0.6759999999999999
21K540,John Dewey High School,High School,2199,,,,0.92,0.79,0.93,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,2.89,2.93,0.508,0.492,0.171,0.133,0.036,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21K559,Life Academy High School for Film and Music,High School,278,0.71,0.81,0.62,0.86,0.82,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-05-01T00:00:00.000,2.79,2.51,0.547,0.453,0.14,0.209,0.0,Brooklyn,2017-18,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,73.0,81.0,53.0,156.0,0.515,147.0,0.485,36.0,0.119,110.0,0.363,103.0,0.34,3.0,0.01,4.0,0.013,46.0,0.152,1.0,0.003,66.0,0.218,21.0,0.069,235.0,0.7759999999999999,0.7709999999999999
21K572,Leaders High School,High School,387,0.68,0.89,0.74,0.97,0.83,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2019-11-01T00:00:00.000,2.86,2.76,0.468,0.532,0.129,0.204,0.0,Brooklyn,2019-20,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,96.0,89.0,98.0,181.0,0.468,206.0,0.532,61.0,0.158,70.0,0.181,147.0,0.38,3.0,0.008,3.0,0.008,93.0,0.24,10.0,0.026,81.0,0.209,56.0,0.145,297.0,0.767,0.779
21K620,William E. Grady Career and Technical Education Hi,High School,453,0.77,0.92,0.83,0.92,0.87,0.95,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,2016-11-01T00:00:00.000,2.55,2.41,0.265,0.735,0.079,0.36,0.139,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21K690,Brooklyn Studio Secondary School,High School,592,0.72,0.69,0.64,0.72,0.84,0.78,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.97,2.88,0.486,0.514,0.133,0.193,0.01,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
